term,coef,se,p,premium_pct,premium_lo,premium_hi
"C(title_status, Treatment(""unknown""))[T.titled]",0.12018878842818537,0.054418137337763496,0.027201336414607927,12.770973003163121,1.3623160128187983,25.463711291599257
