month,usd_ugx,E_IFEM_MR,E_OFF_MR,E_EP
1988-07,150.0,,150.0,150.0
1988-08,150.0,,150.0,150.0
1988-09,150.0,,150.0,150.0
1988-10,150.0,,150.0,150.0
1988-11,150.0,,150.0,150.0
1988-12,165.0,,165.0,165.0
1989-01,165.0,,165.0,165.0
1989-02,165.0,,165.0,165.0
1989-03,200.0,,200.0,200.0
1989-04,200.0,,200.0,200.0
1989-05,200.0,,200.0,200.0
1989-06,200.0,,200.0,200.0
1989-07,200.0,,200.0,200.0
1989-08,200.0,,200.0,200.0
1989-09,200.0,,200.0,200.0
1989-10,340.0,,340.0,340.0
1989-11,340.0,,340.0,370.0
1989-12,370.0,,370.0,370.0
1990-01,375.0,,375.0,375.0
1990-02,379.0,,379.0,379.0
1990-03,379.0,,379.0,379.0
1990-04,379.0,,379.0,379.0
1990-05,384.0,,384.0,384.0
