district,county,subcounty,parish,household_pop,households,hh_size,n_radio,n_tv,n_computer,n_unimproved_water,n_improved_water,n_improved_sanitation,n_unimproved_sanitation,n_open_defecation,n_grid,n_solar,n_subsistence,n_pdm,sh_tv,sh_computer,sh_grid,sh_improved_water,sh_improved_sanitation,sh_subsistence,wealth_index
WAKISO,BUSIRO COUNTY,WAKISO TOWN COUNCIL,KISIMBIRI WARD,14750,4345,3.3947065592635215,1921,2762,331,493,3852,3634,705,6,3951,76,93,58,0.6356731875719217,0.0761795166858458,0.9093210586881473,0.886536248561565,0.8363636363636363,0.02140391254315305,0.9784583063757322
WAKISO,BUSIRO COUNTY,WAKISO TOWN COUNCIL,MPUNGA WARD,12744,3532,3.608154020385051,1646,2348,430,595,2937,3060,471,1,3217,76,76,44,0.6647791619479049,0.1217440543601359,0.9108154020385051,0.8315402038505096,0.8663646659116648,0.021517553793884484,1.099776441669586
WAKISO,BUSIRO COUNTY,WAKISO TOWN COUNCIL,NAMUSERA WARD,11749,3545,3.3142454160789843,1655,2268,383,343,3202,2747,796,2,3070,202,69,45,0.6397743300423131,0.10803949224259521,0.8660084626234132,0.9032440056417489,0.7748942172073343,0.019464033850493653,0.9657875748869794
WAKISO,ENTEBBE MUNICIPALITY,DIVISION A,CENTRAL,16400,5062,3.2398261556696957,2186,3298,1097,204,4858,4158,889,15,4731,65,143,33,0.651521137890162,0.21671276175424734,0.934610825760569,0.9596997234294745,0.8214144606874753,0.028249703674436983,1.3528981482603497
WAKISO,ENTEBBE MUNICIPALITY,DIVISION A,KATABI,18804,5519,3.4071389744518936,2578,3880,1182,199,5320,4738,752,29,5118,75,138,81,0.703025910491031,0.21416923355680376,0.927341909766262,0.9639427432505889,0.8584888566769342,0.025004529806124297,1.4612225128942293
WAKISO,ENTEBBE MUNICIPALITY,DIVISION B,KIGUNGU,8133,2694,3.0189309576837418,1108,1357,104,207,2487,1226,1410,58,2077,167,120,73,0.5037119524870082,0.038604305864884926,0.7709725315515962,0.923162583518931,0.4550853749072012,0.044543429844097995,0.16835561892636908
WAKISO,ENTEBBE MUNICIPALITY,DIVISION B,KIWAFU,21499,6701,3.208327115355917,3344,4544,982,262,6439,4932,1736,33,6252,61,134,66,0.6781077451126698,0.14654529174750036,0.9329950753618863,0.9609013580062677,0.7360095508133114,0.019997015370840174,1.1440875868053537
WAKISO,KIRA MUNICIPALITY,BWEYOGERERE DIVISION,BWEYOGERERE WARD,59703,21762,2.743451888613179,9427,13918,3362,972,20790,18536,3181,45,20038,428,287,140,0.6395551879422847,0.15448947707012223,0.9207793401341788,0.9553349875930521,0.851759948534142,0.013188126091351898,1.2539183461451937
WAKISO,KIRA MUNICIPALITY,BWEYOGERERE DIVISION,KIRINYA WARD,73454,23734,3.094884975141148,10679,15786,3696,1201,22533,19532,4103,99,21456,392,422,160,0.6651217662425213,0.15572596275385522,0.9040195500126401,0.9493974888345833,0.8229544113929383,0.01778039942698239,1.2285857323428295
WAKISO,KIRA MUNICIPALITY,KIRA DIVISION,KIMWANYI WARD,37082,10374,3.5745132060921536,4959,6413,1507,1298,9076,8479,1833,62,8711,412,439,86,0.6181800655484866,0.14526701368806633,0.8396953923269713,0.8748795064584538,0.8173317910160015,0.042317331791016,0.9897630191562528
WAKISO,KIRA MUNICIPALITY,KIRA DIVISION,KIRA WARD,61117,19197,3.183674532479033,7768,13271,6067,1031,18166,17529,1638,30,17726,491,219,123,0.6913059332187321,0.3160389644215242,0.9233734437672553,0.946293691722665,0.9131114236599469,0.011408032505078918,1.736094271556999
WAKISO,KIRA MUNICIPALITY,NAMUGONGO DIVISION,KIREKA WARD,101341,38604,2.625142472282665,16466,24783,7017,1649,36955,31256,7268,80,35204,746,482,241,0.6419801056885297,0.1817687286291576,0.9119262252616309,0.957284219251891,0.8096570303595483,0.0124857527717335,1.260626040567027
WAKISO,KIRA MUNICIPALITY,NAMUGONGO DIVISION,KYALIWAJJALA WARD,63492,20698,3.0675427577543726,9312,14868,7099,956,19742,18651,2027,20,19266,356,250,125,0.7183302734563726,0.3429799980674461,0.9308145714561793,0.9538119625084549,0.9011015557058653,0.012078461687119528,1.8231812805349639
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,BULAMU WARD,34914,10397,3.358084062710397,5448,6855,1017,830,9567,8404,1949,44,9158,221,238,67,0.6593248052322785,0.09781667788785227,0.880831008944888,0.9201692795998846,0.8083100894488795,0.022891218620755986,1.0287707024989496
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,GAYAZA WARD,28054,9193,3.0516697487218534,4387,5916,1211,499,8694,7853,1327,13,8196,228,152,75,0.6435331230283912,0.1317306646361362,0.8915479168932884,0.9457195692374633,0.854236919395192,0.016534319590993145,1.1793549181906255
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,KABUBBU WARD,24679,7448,3.3135069817400646,3721,4510,964,788,6660,6061,1370,17,6295,352,280,64,0.605531686358754,0.12943071965628355,0.8451933404940923,0.8941997851772288,0.8137755102040817,0.03759398496240601,0.9648878532549507
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,KATADDE WARD,17742,4727,3.7533319229955575,2135,2602,435,500,4227,3530,1179,18,3275,567,404,45,0.5504548339327269,0.09202453987730061,0.692828432409562,0.8942246668077004,0.7467738523376348,0.08546646921937805,0.5532472762593499
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,KITEEZI WARD,37363,11160,3.3479390681003585,5325,8072,1386,745,10415,9376,1737,47,9930,185,184,66,0.7232974910394265,0.12419354838709677,0.8897849462365591,0.9332437275985663,0.8401433691756273,0.016487455197132617,1.2321339766218669
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,MASOOLI WARD,20259,6221,3.256550393827359,2869,4375,1080,480,5741,5092,1124,5,5747,92,117,68,0.7032631409741199,0.1736055296576113,0.9238064619836039,0.9228419868188394,0.8185179231634785,0.018807265712907893,1.2959373067760718
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,NANGABO WARD,21644,6449,3.3561792525973018,3006,4040,1082,712,5737,5084,1345,20,5356,389,248,45,0.6264537137540704,0.16777795006977825,0.8305163591254459,0.8895952860908668,0.78833927740735,0.03845557450767561,1.026273437170795
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,WAMPEWO WARD,41243,12720,3.242374213836478,6353,8800,2112,721,11999,10986,1709,25,11397,201,233,84,0.6918238993710691,0.1660377358490566,0.8959905660377359,0.943317610062893,0.8636792452830189,0.01831761006289308,1.322066909893338
WAKISO,KYADONDO COUNTY,KASANGATI TOWN COUNCIL,WATTUBA WARD,17824,4824,3.6948590381426203,2249,3222,577,463,4361,3903,913,8,4273,137,136,49,0.667910447761194,0.11961028192371476,0.8857794361525705,0.9040215588723052,0.8090796019900498,0.028192371475953566,1.0668354027562401
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,BUNAMWAYA DIVISION,BUNAMWAYA WARD,45489,13532,3.3615873485072423,6332,9663,2344,796,12736,11897,1618,17,12635,115,193,92,0.7140851315400532,0.17321903635826189,0.9337126810523204,0.9411764705882353,0.8791752882057345,0.014262488915164056,1.41396269556649
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,BUNAMWAYA DIVISION,MUTUNDWE WARD,34771,10437,3.331512886844879,4887,7301,1065,835,9602,8378,2045,14,9547,129,155,69,0.6995305164319249,0.10204081632653061,0.9147264539618665,0.9199961674810769,0.8027210884353742,0.014851010826865957,1.116460700453552
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,MASAJJA DIVISION,BUSABALA WARD,84485,23566,3.585037766273445,11163,16769,2446,1565,22001,20279,3248,39,21306,607,303,186,0.7115759993210558,0.10379360095052194,0.9040991258592888,0.9335907663583128,0.8605193923449037,0.012857506577272342,1.214850335802187
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,MASAJJA DIVISION,MASAJJA WARD,35861,10831,3.3109592835379926,5429,7919,1087,532,10299,9428,1393,10,10196,202,99,64,0.7311420921429231,0.10036007755516572,0.9413719878127597,0.9508817283722648,0.8704644077185856,0.009140430246514633,1.2906631740071794
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,MASAJJA DIVISION,NAMASUBA,61353,18946,3.238308877863401,8784,13418,1936,868,18078,16305,2622,19,17565,297,186,109,0.7082233716879552,0.10218515781695345,0.9271086245117703,0.9541855800696717,0.8606038213871002,0.009817375699356064,1.2464675677415702
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,NDEJJE DIVISION,MUTUNGO WARD,34947,9887,3.534641448366542,4174,6496,1412,470,9417,8643,1229,15,9150,150,157,71,0.6570243754425003,0.14281379589359766,0.9254576716900981,0.95246282997876,0.8741782138161222,0.01587943764539294,1.274130421077068
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,NDEJJE DIVISION,NDEJJE WARD,77416,21385,3.6201075520224455,9940,15386,2355,1211,20174,17898,3462,25,19686,356,307,113,0.7194762684124386,0.11012391863455694,0.920551788636895,0.9433715220949264,0.8369417816226327,0.0143558569090484,1.2265499259472157
WAKISO,MAKINDYE-SSABAGABO MUNICIPALITY,NDEJJE DIVISION,SEGUKU WARD,18997,5943,3.1965337371697795,2358,4003,1320,301,5642,5265,669,9,5396,235,95,47,0.6735655392899209,0.2221100454316002,0.9079589432946323,0.9493521790341578,0.8859162039374053,0.015985192663637893,1.4643189595649775
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,BUSUKUMA,10488,2962,3.540850776502363,1530,1586,303,299,2663,2519,437,6,2243,246,275,67,0.5354490209318028,0.10229574611748818,0.7572586090479406,0.8990546927751519,0.8504388926401081,0.09284267386900742,0.7192520869965121
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,GULUDDENE,6134,2023,3.032130499258527,804,714,80,593,1430,1685,331,7,1238,138,220,42,0.35294117647058826,0.039545229856648545,0.6119624320316361,0.7068709836875927,0.8329214038556599,0.10874938210578348,0.03928147842065543
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,KABUUMBA,4352,1092,3.9853479853479854,602,406,49,285,807,870,213,9,398,376,159,65,0.3717948717948718,0.04487179487179487,0.36446886446886445,0.739010989010989,0.7967032967032966,0.14560439560439561,-0.1671832657885738
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,KIKOKO,4911,1328,3.6980421686746987,639,672,179,64,1264,1123,199,6,870,148,123,67,0.5060240963855421,0.13478915662650603,0.6551204819277109,0.9518072289156626,0.8456325301204819,0.09262048192771084,0.7269707906452095
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,KIWENDA,13083,3986,3.282237832413447,1953,1985,283,474,3512,3226,755,5,2813,442,364,84,0.4979929754139488,0.07099849473156046,0.7057200200702458,0.8810837932764677,0.809332664325138,0.09131961866532864,0.5071227213298409
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,LUGO,9365,2726,3.4354365370506237,1268,1038,109,580,2146,1616,1101,9,1294,610,428,71,0.38077769625825386,0.03998532648569332,0.4746881878209831,0.7872340425531915,0.5928099779897286,0.15700660308143802,-0.319080882455801
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,MAGIGYE,15400,4482,3.435966086568496,2095,2412,292,359,4123,3478,989,15,3177,453,200,57,0.5381526104417671,0.06514948683623382,0.7088353413654619,0.9199018295403838,0.7759928603302098,0.04462293618920125,0.6182374146926651
WAKISO,NANSANA MUNICIPALITY,BUSUKUMA DIVISION,WAMIRONGO,4687,1259,3.722795869737887,728,573,56,272,987,823,421,15,650,182,263,53,0.4551231135822081,0.04447974583002383,0.5162827640984908,0.7839555202541699,0.653693407466243,0.20889594916600476,-0.20400687261808717
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,BUWAMBO WARD,21823,6644,3.2846177001806143,3045,3553,371,1106,5538,4743,1882,19,4866,725,592,70,0.5347682119205298,0.055839855508729684,0.7323901264298616,0.8335340156532209,0.7138771824202288,0.08910295003010235,0.3808568448134795
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,GOMBE WARD,7534,2179,3.4575493345571364,1108,1041,109,309,1870,1606,561,12,1362,375,255,105,0.47774208352455255,0.05002294630564479,0.625057365764112,0.8581918311151905,0.7370353373106929,0.11702615878843506,0.23094760862746636
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,JAGGALA WARD,10828,3134,3.4550095724313974,1260,1299,125,556,2578,2352,763,19,1808,666,394,72,0.41448627951499684,0.0398851308232291,0.5768985322271857,0.822590938098277,0.7504786215698788,0.12571793235481812,0.06857923043010498
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,KIRYAMULI WARD,11567,3741,3.0919540229885056,1599,1846,269,596,3145,2810,917,14,2681,356,190,61,0.4934509489441326,0.0719059075113606,0.7166533012563485,0.8406843090082865,0.7511360598770382,0.05078855920876771,0.4696563172955767
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,MATUGGA WARD,45483,13722,3.314604285089637,6371,8804,1136,1266,12456,10983,2723,16,12287,392,364,100,0.6415974347762717,0.08278676577758344,0.895423407666521,0.9077393965894185,0.8003935286401399,0.026526745372394696,0.9572397153339859
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,MIGADDE WARD,5879,1776,3.3102477477477477,685,613,84,414,1362,1153,617,6,854,322,262,61,0.34515765765765766,0.0472972972972973,0.48085585585585583,0.7668918918918919,0.6492117117117117,0.14752252252252251,-0.27676796360855127
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,MWERERWE WARD,4874,1530,3.1856209150326795,587,573,94,161,1369,987,541,2,855,244,173,48,0.37450980392156863,0.06143790849673202,0.5588235294117647,0.8947712418300654,0.6450980392156863,0.1130718954248366,0.010315683420145457
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,NASSE WARD,4139,1254,3.3006379585326955,666,583,80,560,694,991,254,9,657,240,102,51,0.4649122807017544,0.06379585326953748,0.5239234449760766,0.5534290271132376,0.7902711323763956,0.08133971291866028,0.02460872840756776
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,SSANGA WARD,13979,4413,3.1676863811466123,1983,2171,262,745,3668,3887,507,19,2993,503,279,62,0.4919555857693179,0.059370043054611375,0.678223430772717,0.8311806027645593,0.8808067074552459,0.06322229775662815,0.545604124945367
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,TIKALU WARD,6475,1868,3.46627408993576,960,710,64,221,1647,1208,649,11,915,379,250,62,0.38008565310492504,0.034261241970021415,0.48982869379014987,0.8816916488222698,0.6466809421841542,0.13383297644539616,-0.13137497770607662
WAKISO,NANSANA MUNICIPALITY,GOMBE DIVISION,WAMBALE WARD,7110,2084,3.4117082533589254,1054,798,99,318,1766,1356,714,14,1021,462,326,72,0.3829174664107486,0.04750479846449136,0.4899232245681382,0.8474088291746641,0.6506717850287908,0.15642994241842612,-0.1632541077784275
WAKISO,NANSANA MUNICIPALITY,NABWERU DIVISION,KAWANDA,30339,8869,3.420791521028301,4003,5973,843,747,8122,7186,1669,14,7914,324,204,72,0.673469387755102,0.09505017476603901,0.8923215695117827,0.9157740444243996,0.8102379073176231,0.02300146577968204,1.046183236724831
WAKISO,NANSANA MUNICIPALITY,NABWERU DIVISION,MAGANJO,66596,21225,3.137620730270907,9860,14398,2128,1235,19990,17116,4086,23,19474,549,280,131,0.6783510011778563,0.10025912838633687,0.9175029446407539,0.941813898704358,0.8064075382803298,0.013191990577149587,1.1154290550741235
WAKISO,NANSANA MUNICIPALITY,NABWERU DIVISION,NAKYESANJA,26330,7928,3.321140262361251,3846,5642,739,579,7349,6345,1568,15,7238,155,152,44,0.7116548940464178,0.09321392532795156,0.9129667003027245,0.9269677093844602,0.8003279515640767,0.01917255297679112,1.1076052449496947
WAKISO,NANSANA MUNICIPALITY,NABWERU DIVISION,WAMALA,82414,26069,3.1613794161647935,11408,17648,1989,2770,23299,21614,4426,29,23247,782,373,165,0.6769726495070774,0.07629751812497602,0.8917488204380682,0.8937435267942767,0.8291073689055967,0.014308182132034216,1.027550411113078
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,KAZO WARD,40116,13940,2.877761836441894,6263,9855,1222,659,13281,10982,2944,14,12884,355,103,115,0.7069583931133429,0.08766140602582496,0.9242467718794835,0.952725968436155,0.7878048780487805,0.007388809182209469,1.12501164288713
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,NABWERU NORTH WARD,33064,11416,2.8962859145059565,4751,7480,909,1007,10409,8666,2720,30,10309,272,140,75,0.6552207428170989,0.07962508759635599,0.9030308339173091,0.9117904695164681,0.7591100210231254,0.012263489838822705,0.9489718106997823
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,NABWERU SOUTH WARD,21273,7673,2.7724488466049784,3222,5070,663,567,7106,6008,1656,9,7120,221,83,75,0.6607585038446501,0.0864068812719927,0.9279291020461358,0.9261045223511013,0.783005343411964,0.010817151049133325,1.0317600096373034
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,NANSANA 7/8 OCHIENG WARD,26102,9173,2.8455249100621387,4568,6545,1239,725,8448,7958,1192,23,8402,240,108,165,0.7135070315055053,0.13507031505505288,0.9159489807042407,0.9209636978087866,0.8675460590864493,0.011773683636760056,1.2911005722458215
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,NANSANA EAST WARD,37487,13571,2.7622872301230563,6147,9480,1521,1182,12389,11695,1823,53,12610,252,178,93,0.6985483752118488,0.11207722349126814,0.9291872374917103,0.9129025127109277,0.8617640557070223,0.013116203669589566,1.2154419541584554
WAKISO,NANSANA MUNICIPALITY,NANSANA DIVISION,NANSANA WEST WARD,37189,13632,2.7280663145539905,6107,9617,1674,831,12801,11766,1853,13,12752,221,159,127,0.7054724178403756,0.12279929577464789,0.9354460093896714,0.9390404929577465,0.8631161971830986,0.011663732394366197,1.2790236082181798
