pt,n_listings,n_rent,n_sale,access_min,tt_cbd_min,tt_expressway_min,tt_bypass_min,tt_rail_min,acc_ntl_30,acc_jobs_30_bld,acc_jobs_30_ntl,acc_jobs_30_mix,acc_ntl_45,acc_jobs_45_bld,acc_jobs_45_ntl,acc_jobs_45_mix,acc_ntl_60,acc_jobs_60_bld,acc_jobs_60_ntl,acc_jobs_60_mix,lon,lat
POINT (455489.947775 23211.880191),35,4,31,0.464,33.107,14.527,21.995,34.365,9008.756,157812.197,194222.183,168932.256,25249.378,978503.194,1000278.124,989234.18,34772.347,1135413.646,1153449.767,1147036.883,32.6,0.21
POINT (455490.954525 48634.423016),123,29,94,0.31,33.75,32.3,21.576,34.64,9239.583,242906.949,243918.337,247792.753,24268.937,975033.073,956868.978,977702.247,37619.436,1183917.917,1191891.046,1205439.052,32.6,0.44
POINT (455558.412374 33733.01774),1,0,1,0.443,9.236,24.781,18.19,8.881,17550.609,914887.405,925996.528,920051.105,30100.593,1073251.121,1093622.802,1088199.515,38947.868,1186661.978,1202991.312,1206477.755,32.601,0.305
POINT (455569.31052 34438.691765),4,3,1,0.416,10.276,25.802,17.887,8.607,17283.973,917404.416,925329.243,921400.679,29845.353,1069783.768,1090525.248,1084771.309,38663.166,1184163.738,1198820.973,1203607.343,32.601,0.312
POINT (455607.494442 42694.384026),407,132,275,3.579,24.621,22.969,8.555,25.237,15557.062,786651.799,793953.543,793538.05,31315.144,1093712.192,1091582.788,1105990.808,40290.271,1202688.367,1219092.404,1224733.105,32.601,0.386
POINT (455890.964829 36165.201077),3,2,1,0.332,7.718,21.151,9.909,6.101,21115.974,978399.345,975542.023,982589.192,33300.883,1117685.039,1132105.175,1134720.08,40834.893,1208681.959,1226658.811,1230385.432,32.604,0.327
POINT (455947.50769 30446.235228),9,5,4,0.181,15.594,25.716,24.918,16.852,14511.156,795632.645,835672.066,808848.588,26568.351,1028180.261,1050729.13,1039975.169,36786.324,1160591.541,1176564.058,1177730.763,32.604,0.275
POINT (456016.851343 39671.294431),103,53,50,1.662,17.02,15.409,2.064,17.906,21962.945,961782.05,944418.944,961941.362,35922.965,1156183.267,1162246.997,1173034.875,42380.789,1227178.641,1247530.839,1249663.791,32.605,0.359
POINT (456046.523877 29843.828642),6,1,5,2.32,18.894,29.016,28.218,20.152,11705.019,723332.064,753287.826,735545.164,24162.797,996062.424,1019784.688,1006551.241,34673.548,1134498.964,1149545.791,1149653.979,32.605,0.27
POINT (456198.124642 37134.560846),276,220,56,1.378,12.944,22.749,11.507,11.305,18878.316,940148.863,932807.796,941118.182,32255.249,1105170.448,1119200.988,1122085.702,40203.363,1201777.178,1218031.698,1223109.37,32.606,0.336
POINT (456240.282804 33842.895279),10,9,1,2.069,11.902,27.429,19.513,10.233,15603.137,889697.053,894312.268,891987.223,28434.588,1052623.028,1073479.34,1067021.496,37617.346,1171846.683,1184804.97,1190164.272,32.607,0.306
POINT (456248.132463 57536.690016),49,0,49,5.187,63.538,62.088,51.364,64.429,766.662,10712.941,12443.293,12546.771,2686.941,43317.195,46087.661,48732.508,10226.251,284566.865,287697.105,289409.191,32.607,0.521
POINT (456362.39112 24471.930505),15,3,12,0.851,31.787,18.1,25.567,33.045,7733.219,154580.254,183816.621,164639.149,22849.833,925144.584,954448.019,936634.379,32976.057,1112689.616,1129867.646,1122832.981,32.608,0.221
POINT (456380.419294 31833.406019),53,34,19,0.136,12.726,28.008,22.051,13.985,15183.166,852019.652,873011.414,859221.391,27350.135,1036681.851,1060492.77,1049541.989,37086.315,1165631.388,1178918.05,1182912.36,32.608,0.288
POINT (456603.00232 32717.659606),211,131,80,0.732,12.848,28.394,22.172,13.272,14805.566,853473.06,871202.3,859298.002,27438.654,1038776.514,1061518.531,1052073.555,36950.57,1163821.881,1177111.285,1181390.114,32.61,0.296
POINT (456761.850091 51295.98265),205,24,181,3.162,44.341,42.891,32.167,45.232,3371.938,63818.024,56649.769,65424.875,14381.554,559584.348,599875.603,586762.803,29283.975,1070539.986,1057253.286,1079801.398,32.611,0.464
POINT (456855.727239 36200.533819),94,53,41,0.243,8.057,23.139,10.497,6.4,20912.036,972191.91,972243.68,977803.748,32781.946,1108656.635,1125766.459,1126637.044,40413.354,1204144.288,1220238.272,1225507.271,32.612,0.328
POINT (457011.642714 31783.987447),1,0,1,0.586,14.888,30.17,24.212,16.146,13266.254,804368.868,824837.597,811051.771,25787.736,1018023.536,1041331.439,1029517.077,35823.196,1149972.731,1163006.527,1166115.41,32.614,0.288
POINT (457159.740793 41781.313096),58,22,36,0.797,22.837,21.186,6.772,23.425,17526.78,840372.814,842557.14,846091.022,32666.91,1113204.94,1112318.028,1126750.464,40988.393,1210349.862,1228525.788,1232772.711,32.615,0.378
POINT (457159.800527 43107.704391),59,16,43,5.37,30.092,28.441,14.019,26.845,11516.207,569677.527,604416.902,588230.116,26680.85,1032039.851,1023167.199,1039318.082,38109.275,1179048.692,1189922.607,1198974.751,32.615,0.39
POINT (457228.189906 26896.992385),20,16,4,0.165,23.129,23.907,31.374,24.387,10637.995,596636.32,610381.559,606553.461,22890.498,964473.96,989776.399,973969.076,34031.032,1120337.319,1141411.961,1133245.466,32.616,0.243
POINT (457512.331955 38197.831889),253,122,131,0.319,13.346,20.91,6.761,11.707,20562.482,960542.58,951518.019,962408.891,33786.7,1125995.993,1137633.345,1143227.179,41101.925,1210741.584,1229895.474,1233231.431,32.618,0.346
POINT (457715.601814 27633.12512),168,99,69,0.601,25.59,25.987,33.455,26.848,8772.629,522100.334,527075.396,526154.841,21506.64,930022.798,965757.182,942296.301,33039.227,1106263.884,1129299.213,1119488.144,32.62,0.25
POINT (457715.68578 30396.438037),169,95,74,1.813,18.588,33.13,27.912,19.846,11205.683,720071.76,743377.114,729002.724,23646.317,987204.777,1013870.661,997878.614,34498.411,1131978.643,1146736.676,1146834.877,32.62,0.275
POINT (457715.816766 34265.076318),10,2,8,0.222,13.009,28.522,17.934,11.348,15541.659,883564.289,879414.014,883421.355,28647.142,1058201.881,1075856.931,1073269.771,37687.147,1173141.472,1185401.138,1191949.264,32.62,0.31
POINT (457716.054269 40344.365572),9,1,8,0.944,19.643,21.151,5.502,18.004,19138.587,899183.524,893616.894,902390.949,33508.859,1125928.176,1130897.993,1142248.489,41216.119,1212914.792,1231214.419,1235396.55,32.62,0.365
POINT (457760.770252 44959.097175),67,23,44,0.319,31.47,31.103,15.262,28.088,10568.8,388009.312,429276.977,408991.089,25996.28,1020744.006,1006426.935,1025845.125,38022.907,1178694.813,1189574.844,1199327.148,32.62,0.407
POINT (457918.337021 34217.540092),121,98,23,0.416,13.776,29.289,18.701,12.115,14888.533,865068.454,860166.396,864362.848,28049.228,1051230.981,1068578.273,1065781.562,37311.823,1167809.049,1180767.951,1186681.382,32.622,0.31
POINT (458036.976986 60385.4346),1,0,1,1.594,67.118,65.668,54.945,68.009,791.409,12255.711,17340.446,15954.554,2133.118,35616.128,37011.624,38810.055,7634.509,186576.024,172963.691,188638.638,32.623,0.546
POINT (458092.084187 41081.391492),1,1,0,0.408,21.673,23.963,5.465,18.291,17793.908,847908.375,850121.621,855026.064,32057.535,1108627.857,1109965.644,1123403.264,40458.319,1204939.055,1220024.663,1226491.594,32.623,0.372
POINT (458185.371559 40420.624321),1,0,1,0.104,19.794,22.084,3.586,16.412,19365.67,899181.534,895071.272,903661.423,33406.61,1124105.651,1129555.067,1140809.326,41148.688,1212306.122,1229653.046,1234641.844,32.624,0.366
POINT (458229.650746 26319.774764),1,1,0,1.202,26.723,24.314,31.782,27.981,8629.226,440743.981,437931.123,442572.811,21270.766,912479.28,951027.099,925420.339,32437.684,1099990.59,1122174.109,1111646.681,32.625,0.238
POINT (458240.781425 32459.190641),5,2,3,0.484,16.468,31.995,24.079,14.799,12672.307,798482.051,811582.331,803549.194,25498.345,1017467.885,1038048.937,1029481.456,35545.041,1145693.429,1159211.158,1162739.938,32.625,0.294
POINT (458403.276117 27156.710586),90,64,26,0.959,25.936,26.327,33.794,27.194,8133.343,488726.179,483907.502,486631.357,21303.384,923898.853,962442.551,937075.506,32851.917,1103868.373,1127036.807,1117063.38,32.626,0.246
POINT (458518.361348 40664.876092),92,33,59,0.843,19.962,18.351,1.833,14.927,20590.168,915598.908,908516.289,919804.136,35075.677,1145893.176,1148496.546,1162439.164,42155.46,1223736.34,1243698.687,1246487.403,32.627,0.368
POINT (458773.005262 36180.565468),95,80,15,2.466,15.536,30.618,17.299,13.879,14511.865,834739.593,835205.222,835803.786,27848.115,1051998.763,1065894.331,1066307.979,37112.902,1165441.709,1178136.333,1184317.669,32.63,0.327
POINT (458804.225052 37839.655745),27,16,11,1.221,13.553,27.403,6.503,11.914,18466.615,918170.907,915697.074,923895.831,31111.004,1088927.035,1105136.169,1107302.654,39060.729,1189114.261,1202141.069,1209379.335,32.63,0.342
POINT (459162.69962 42002.291133),252,86,166,3.939,27.732,28.643,11.524,24.35,12702.294,635013.732,664823.139,651211.978,27428.894,1045060.852,1037067.449,1053389.053,38304.7,1181058.76,1192567.205,1201146.399,32.633,0.38
POINT (459191.227669 40601.999502),2,0,2,0.394,20.536,18.859,0.588,13.586,20650.502,913431.633,907575.477,918173.908,34945.252,1143547.126,1145466.121,1159948.471,42260.514,1224860.4,1245043.951,1247786.176,32.633,0.367
POINT (459665.513501 38307.174525),4,0,4,0.914,16.043,25.496,6.624,14.3,18530.225,910481.594,903922.497,914589.511,31749.597,1099456.619,1112308.693,1117331.39,39827.816,1197865.504,1211915.74,1218940.067,32.638,0.347
POINT (459759.298855 45803.472322),38,10,28,3.357,37.756,37.388,18.803,31.161,6404.234,127967.62,139432.47,134465.864,20636.371,885256.523,886280.284,894137.348,34491.785,1136514.575,1137934.409,1152325.744,32.638,0.414
POINT (459974.540697 28746.121363),14,8,6,3.168,26.87,34.773,36.194,28.128,6060.981,416816.282,397721.457,408663.039,18513.983,877000.478,919532.933,890682.204,30156.261,1072372.544,1094424.226,1085527.979,32.64,0.26
POINT (460142.149511 47264.691678),26,6,20,1.192,39.553,39.186,20.6,32.959,6010.686,111937.973,112995.616,117147.006,19410.351,838391.879,841774.874,847993.853,33384.814,1122398.704,1121628.133,1137448.327,32.642,0.428
POINT (460142.93615 62951.878536),4,0,4,0.791,74.898,73.448,62.724,75.788,656.311,12758.589,17816.778,16345.738,1361.103,25486.639,27158.3,27054.486,4198.161,78619.898,74879.208,81517.026,32.642,0.57
POINT (460157.233589 35101.720389),91,74,17,2.396,18.807,33.889,20.192,17.151,12291.906,738429.312,759638.811,746224.564,25464.51,1024958.009,1036520.894,1037504.703,35777.161,1147771.22,1161844.155,1166524.552,32.642,0.318
POINT (460497.951864 40896.91304),191,81,110,1.881,22.242,22.509,3.237,12.909,18415.436,856289.013,859634.97,864069.374,32849.799,1116411.928,1117914.596,1131815.853,41060.49,1211471.005,1229026.815,1234068.994,32.645,0.37
POINT (460530.151961 39117.342964),119,69,50,0.357,18.949,25.688,4.063,11.739,17850.486,863699.214,866713.018,872034.608,31692.785,1101987.735,1109795.437,1119100.015,40044.111,1199603.785,1215081.276,1221459.692,32.645,0.354
POINT (460754.856627 33312.239007),1,1,0,0.12,19.415,34.497,21.365,17.758,11433.822,717258.847,738044.081,724422.581,24464.704,1013291.635,1024266.651,1024356.987,35182.992,1139908.228,1154720.756,1158411.183,32.647,0.301
POINT (460824.165765 45177.812078),1119,276,843,2.75,36.753,36.385,17.8,30.159,6901.303,143736.913,159128.855,151319.013,21439.378,909197.593,906281.643,917123.777,35225.775,1146174.528,1148964.398,1162925.217,32.648,0.409
POINT (461006.45305 40270.175404),69,37,32,0.369,22.373,25.411,6.913,14.891,17131.911,822141.879,827271.769,830859.75,31318.135,1098605.05,1099389.023,1113203.549,40092.864,1201167.051,1215103.399,1222540.939,32.65,0.364
POINT (461054.542085 46055.427517),31,4,27,0.608,37.689,37.321,18.736,31.094,6584.156,130606.554,142284.712,137387.554,20837.186,888903.251,889677.987,897872.569,34649.994,1138918.262,1140732.86,1155045.959,32.65,0.417
POINT (461272.484426 42403.435518),186,113,73,0.661,27.881,26.7,8.041,20.399,15085.923,705176.434,734678.116,725422.419,29399.857,1065857.477,1060767.382,1076990.113,39648.682,1197140.913,1209114.329,1218094.283,32.652,0.384
POINT (461422.324826 31656.391268),29,22,7,3.272,25.643,40.726,27.593,23.987,6951.103,499818.616,547689.778,520028.458,19139.798,945032.872,947288.452,950202.978,31468.931,1091194.08,1109874.325,1108829.258,32.653,0.286
POINT (461477.526213 63144.831872),3,0,3,3.913,80.213,78.763,68.039,81.103,529.169,11116.675,15930.321,14626.485,1049.347,20023.115,23385.588,22112.709,3029.4,50409.804,49966.777,52586.815,32.654,0.571
POINT (461722.089371 43770.699453),446,135,311,3.093,33.033,31.852,13.193,25.552,9261.436,285455.249,309423.466,296061.439,25198.978,999096.118,988675.873,1006695.481,37525.684,1173750.482,1181089.646,1193187.118,32.656,0.396
POINT (461880.325072 48938.068328),31,4,27,1.08,44.976,44.609,26.023,38.382,4178.203,69964.218,61846.964,72178.912,14626.79,542284.839,581640.078,565369.909,29114.597,1067751.631,1057877.672,1077398.902,32.657,0.443
POINT (462009.18716 43199.855741),1,1,0,0.11,29.929,28.748,10.089,22.447,13189.039,569815.053,609742.109,592492.584,27952.107,1048090.228,1038463.139,1057251.981,38978.845,1189975.552,1200354.234,1210347.268,32.659,0.391
POINT (462175.756139 34729.159273),9,4,5,3.139,24.595,39.677,26.545,22.938,7899.806,552727.116,591212.323,568290.444,20516.636,962976.147,968313.225,970180.203,32420.068,1101668.452,1121323.442,1120367.787,32.66,0.314
POINT (463388.843529 40247.979195),97,39,58,2.081,30.307,33.345,14.847,22.825,8372.754,286558.129,322554.512,299677.063,24138.559,998487.335,988178.033,1003973.393,36467.451,1159620.045,1169467.421,1178749.417,32.671,0.364
POINT (463671.126066 64197.982723),7,0,7,1.008,87.887,86.437,70.229,82.588,472.737,11353.044,14901.774,13717.66,1300.958,23046.119,26123.431,24782.128,3353.871,52417.865,51126.791,54025.802,32.674,0.581
POINT (463871.582911 34501.409694),18,10,8,10.33,31.815,46.898,33.765,30.159,2630.534,174752.559,146584.032,159071.215,13851.233,803375.227,810059.513,806432.795,26989.047,1042012.469,1055424.895,1055673.992,32.675,0.312
POINT (464558.463793 43644.579842),81,18,63,0.695,36.989,35.808,17.149,29.508,7334.49,137721.419,152844.571,147464.923,22808.118,923275.146,922615.812,934607.099,36076.952,1156583.655,1162670.718,1175877.571,32.681,0.395
POINT (466061.622016 39238.731097),39,5,34,3.171,32.41,38.711,15.48,7.119,5978.092,165768.943,168863.96,171835.009,21053.549,928290.589,927188.022,936607.97,33966.348,1127260.114,1138875.155,1146490.53,32.695,0.355
POINT (466961.924792 42035.150921),64,15,49,3.337,37.57,43.42,20.188,24.036,5440.159,72844.002,79446.027,81936.11,18215.095,816443.515,823744.568,828617.0,31598.99,1109136.338,1117201.833,1131086.275,32.703,0.38
POINT (467318.53779 55602.889493),19,0,19,0.242,74.782,73.332,56.187,59.131,500.669,6032.333,5992.2,6649.211,2702.307,34557.219,32448.172,36928.249,9155.501,146866.169,136893.204,156305.033,32.706,0.503
POINT (467816.621396 45263.747504),18,1,17,6.376,50.421,51.984,33.04,36.888,1994.299,22244.812,23817.066,26664.459,9250.824,159413.783,168712.821,172462.853,23762.073,944055.491,942089.239,954613.964,32.711,0.41
POINT (468012.160965 40987.276804),1,0,1,0.098,31.431,37.281,14.05,17.898,8771.926,231196.616,236316.554,240819.89,23494.641,972113.588,969405.369,981314.226,35830.613,1167135.44,1191486.408,1200718.751,32.713,0.371
POINT (469116.105329 39373.483187),182,25,157,3.466,37.714,43.564,20.332,21.502,4996.525,65375.652,73380.771,73690.396,17334.631,801268.036,809113.134,812287.01,30985.923,1101530.806,1109658.398,1123007.675,32.722,0.356
POINT (469711.301758 71112.111572),3,0,3,14.655,122.638,121.188,110.464,123.529,12.179,1683.229,585.002,947.631,103.962,5772.088,4993.515,5406.324,311.424,10619.572,12695.712,11909.993,32.728,0.643
POINT (472738.064381 39017.47034),397,21,376,0.432,42.109,47.959,24.727,8.331,4607.716,46795.537,55312.866,55445.184,13963.027,519004.31,583791.511,555626.814,27974.393,1076907.142,1095118.79,1105629.035,32.755,0.353
POINT (473602.252042 40314.500541),1,0,1,4.431,45.978,51.828,28.597,14.919,3552.309,38936.481,42330.186,46160.981,10354.406,261348.615,278008.516,276659.203,24734.153,1014061.066,1024500.714,1038379.037,32.763,0.365
POINT (474176.157833 56851.182986),1,0,1,0.605,81.416,82.979,64.034,52.487,641.502,10811.273,7632.73,9876.711,2206.074,31578.834,26641.36,31320.472,6841.148,91026.185,86553.242,96535.259,32.768,0.514
POINT (476461.131662 31605.180879),16,0,16,1.065,62.864,68.714,45.483,14.509,1249.862,14502.84,14870.122,15934.702,3525.586,42469.551,42713.808,47458.475,9102.081,197031.7,200558.738,206956.329,32.788,0.286
POINT (478028.075293 71075.728908),1,0,1,9.911,128.986,130.549,111.605,100.057,18.183,1672.257,216.335,458.946,99.786,4171.463,1187.194,1975.568,272.264,8129.919,3239.231,4823.02,32.803,0.643
POINT (494346.23655 41081.829587),6,0,6,1.94,87.954,93.803,70.572,51.638,649.146,35659.521,61355.692,57806.537,1159.451,51053.486,69561.997,67101.266,2633.548,80564.1,91077.168,95121.138,32.949,0.372
POINT (496763.075726 18296.859952),1,0,1,0.145,134.841,140.691,117.459,88.717,1.3,5661.031,162.371,345.739,34.606,17722.109,4264.068,6898.646,47.004,26624.055,5080.775,8334.59,32.971,0.166
POINT (502745.122015 38691.600062),3,0,3,3.321,111.608,117.458,94.227,75.293,104.688,12244.963,13071.711,15312.083,515.708,42109.356,60523.792,59300.813,846.572,56390.14,67598.809,66782.261,33.025,0.35
POINT (516970.79601 30428.872302),3,0,3,34.679,169.079,174.929,151.698,132.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.704,961.365,712.205,1114.844,33.153,0.275
