pt,n_listings,n_rent,n_sale,access_min,tt_cbd_min,tt_expressway_min,tt_bypass_min,tt_rail_min,acc_ntl_30,acc_jobs_30_bld,acc_jobs_30_ntl,acc_jobs_30_mix,acc_ntl_45,acc_jobs_45_bld,acc_jobs_45_ntl,acc_jobs_45_mix,acc_ntl_60,acc_jobs_60_bld,acc_jobs_60_ntl,acc_jobs_60_mix,lon,lat
POINT (454073.044598 32019.702349),1,1,0,1.096,11.725,25.942,23.946,13.46,13072.543,776590.481,806327.902,788411.733,23660.606,992009.995,1013622.635,1002136.313,32314.062,1102228.402,1120412.037,1116874.418,32.587,0.29
POINT (454272.062216 34663.853033),1,0,1,0.077,2.542,25.622,15.363,0.471,15751.062,888497.669,885617.398,889132.194,26541.588,1034865.48,1050584.909,1046501.019,34648.249,1135861.512,1148446.585,1151849.903,32.589,0.314
POINT (454315.676388 95836.116708),6,0,6,104.406,245.255,241.761,231.872,246.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.589,0.867
POINT (454339.662948 33226.19275),78,57,21,0.057,7.704,28.011,19.924,9.438,14052.955,837774.219,849669.826,842877.724,24593.024,1008699.88,1026838.614,1018799.601,33044.034,1113491.688,1129160.065,1128597.743,32.59,0.301
POINT (454406.433375 30243.516991),2,2,0,0.824,18.443,30.915,30.389,20.178,9478.221,671767.388,669825.107,678127.202,19914.226,924646.392,948677.621,933457.752,28916.046,1059374.653,1079471.57,1071447.784,32.59,0.274
POINT (454437.776151 37958.103491),26,12,14,0.023,13.435,22.629,8.406,12.327,15221.305,876346.047,860481.706,872700.393,26580.369,1045039.009,1045454.294,1053612.007,35405.09,1146777.491,1157749.006,1163200.597,32.591,0.343
POINT (454652.479119 36538.851889),877,594,283,1.492,10.632,25.665,15.375,9.492,13912.853,859377.743,841431.422,854835.046,25158.255,1026721.479,1031658.295,1035190.002,34224.603,1131143.661,1143341.037,1147117.761,32.592,0.331
POINT (454795.089271 41361.782696),1,0,1,3.165,27.653,26.539,7.802,25.773,11211.77,629470.936,674575.698,654852.017,23508.704,990118.996,975148.093,992227.95,34631.041,1140592.919,1144972.724,1156530.528,32.594,0.374
POINT (454837.381292 40795.465504),8,2,6,0.444,25.523,24.409,5.671,23.643,13033.477,725977.499,736975.946,733861.241,25269.783,1019057.959,1006252.017,1023147.548,35666.142,1152512.797,1159113.307,1169404.432,32.594,0.369
POINT (454913.947821 54200.850154),1,0,1,8.767,69.508,67.722,53.781,70.764,683.352,9992.276,8273.64,9762.597,2390.896,36701.751,34276.874,38517.133,7247.311,175026.29,159922.316,177457.233,32.595,0.49
POINT (455014.032095 34156.854175),25,10,15,0.277,9.055,29.362,20.794,8.692,13416.321,827769.24,833447.644,830513.294,24170.423,1005325.524,1021712.075,1014887.493,32754.975,1109392.151,1125641.907,1124764.308,32.596,0.309
POINT (455099.641495 38409.314637),8,6,2,0.29,16.274,20.716,6.101,15.165,15423.104,859324.615,846301.958,856993.969,27560.255,1054390.118,1052420.267,1062643.372,36162.208,1156973.336,1167036.544,1173799.799,32.596,0.347
POINT (455267.334588 20780.164336),295,70,225,10.297,54.039,26.616,36.324,55.774,1987.049,15185.624,32867.767,21447.742,7841.607,117087.719,156660.152,129501.265,20689.483,785456.021,818371.58,796505.744,32.598,0.188
POINT (455267.997027 40344.471999),1186,790,396,0.194,22.808,22.487,5.779,20.928,14058.023,767385.274,775680.833,773176.499,26393.751,1032069.373,1025101.167,1038553.323,36159.233,1157118.581,1166189.165,1174517.18,32.598,0.365
POINT (455409.031142 33320.105919),15,12,3,1.437,13.88,34.187,25.618,13.517,11123.552,750473.044,765660.814,755772.004,21176.524,967343.236,982379.758,974622.177,30253.053,1073937.453,1095450.393,1088986.265,32.599,0.301
POINT (455411.150978 29977.848338),4,2,2,0.511,21.032,34.29,33.252,22.767,8408.296,629584.463,623285.136,633256.637,18314.901,889339.278,918374.083,899082.814,27522.831,1039147.845,1062622.586,1051501.634,32.599,0.271
POINT (455489.947775 23211.880191),114,12,102,0.464,42.801,18.746,28.454,44.536,5222.849,65339.99,98054.198,77048.96,15124.868,469575.066,495462.074,479652.536,26631.205,1007665.045,1026862.382,1017005.456,32.6,0.21
POINT (455490.954525 48634.423016),399,115,284,0.31,43.683,41.897,27.956,44.94,4522.778,109992.426,91932.123,109669.707,14637.967,591159.961,636522.033,621241.964,25990.296,1011461.733,989875.464,1013833.342,32.6,0.44
POINT (455558.412374 33733.01774),9,4,5,0.443,11.775,32.082,23.514,11.412,12258.837,792197.415,802298.117,796198.873,22509.132,984007.8,1000550.077,992521.076,31379.446,1089297.662,1109048.137,1104800.709,32.601,0.305
POINT (455569.31052 34438.691765),10,6,4,0.416,13.135,33.418,23.128,11.064,12009.437,787120.962,794516.445,790420.232,22123.186,981527.49,995846.164,989406.425,31142.582,1086165.612,1106171.092,1101702.477,32.601,0.312
POINT (455607.494442 42694.384026),1670,662,1008,3.579,30.834,28.786,10.048,31.735,8989.142,463710.296,494042.559,477386.899,21770.86,948575.247,932924.699,949501.426,33487.081,1122414.955,1123175.84,1136761.642,32.601,0.386
POINT (455879.117405 35170.897341),1,0,1,1.067,8.856,29.14,18.85,6.786,13314.58,838064.678,832644.471,837473.658,24000.367,1008312.137,1019623.7,1016830.348,32871.286,1111378.721,1127005.957,1127248.656,32.603,0.318
POINT (455890.964829 36165.201077),23,20,3,0.332,9.835,27.397,12.783,7.831,14920.125,873924.628,862342.548,871666.102,25863.296,1030915.566,1041075.783,1042101.079,34557.333,1133109.27,1147243.73,1150578.564,32.604,0.327
POINT (455947.50769 30446.235228),20,11,9,0.181,20.119,33.377,32.339,21.854,9060.284,653318.048,651195.652,660140.522,19004.407,906986.564,934572.544,916605.629,28106.734,1046699.488,1069673.486,1059283.06,32.604,0.275
POINT (456016.851343 39671.294431),471,283,188,1.662,21.529,19.534,2.184,22.779,15443.284,800993.332,807985.16,807042.694,28057.925,1049075.972,1044258.374,1057410.088,37171.347,1169081.648,1178765.512,1187143.249,32.605,0.359
POINT (456046.523877 29843.828642),51,26,25,2.32,23.767,37.025,35.988,25.502,7125.404,537190.756,528784.825,538070.814,16607.306,847796.814,882126.847,859033.889,25894.288,1017802.617,1042386.248,1029179.538,32.605,0.27
POINT (456198.124642 37134.560846),796,608,188,1.378,16.315,29.16,14.546,14.283,12570.475,783465.405,780350.7,783260.471,24039.488,1012835.105,1011018.382,1019426.939,33742.703,1122796.137,1137374.665,1140318.369,32.606,0.336
POINT (456240.282804 33842.895279),26,22,4,2.069,14.753,35.037,24.746,12.683,10648.054,728138.667,743535.67,733738.215,20582.032,967045.578,976840.973,972798.607,29974.176,1070718.826,1092043.47,1085958.712,32.607,0.306
POINT (456248.132463 57536.690016),125,0,125,5.187,80.945,79.159,65.218,82.201,545.004,6626.467,8169.465,7875.963,1337.172,21657.775,22513.214,23883.406,3429.625,61412.919,62148.182,67032.495,32.607,0.521
POINT (456362.39112 24471.930505),50,13,37,0.851,40.969,23.274,32.982,42.704,4290.714,65460.612,89745.369,73918.345,13095.631,472160.462,502276.587,486514.738,24622.364,968468.848,993517.65,978477.754,32.608,0.221
POINT (456380.419294 31833.406019),200,124,76,0.136,16.405,36.37,28.625,18.139,9772.952,696057.568,709424.226,702984.942,19608.943,936564.975,956755.809,944122.088,28727.722,1053989.157,1077098.891,1067524.366,32.608,0.288
POINT (456603.00232 32717.659606),988,602,386,0.732,16.384,36.692,28.604,17.034,9915.082,713011.029,718504.45,716353.633,19394.235,939659.841,955635.575,946106.063,28853.277,1055193.353,1078567.179,1069503.356,32.61,0.296
POINT (456761.850091 51295.98265),721,139,582,3.162,56.596,54.81,40.869,57.853,1866.577,27548.419,24472.44,28318.759,6075.598,145634.733,124264.946,146080.184,16825.181,721591.797,750182.813,744802.411,32.611,0.464
POINT (456774.084827 46636.31077),1,0,1,4.988,54.195,52.409,33.595,49.661,2689.334,42788.41,38935.771,44921.781,8917.131,206196.716,201228.8,208669.069,19972.285,831091.133,838213.855,842682.987,32.612,0.422
POINT (456855.727239 36200.533819),188,106,82,0.243,10.302,30.008,13.573,8.247,14725.387,851982.487,845438.521,851379.102,25341.79,1023244.788,1034476.774,1035034.152,34010.49,1123944.488,1140577.404,1142278.804,32.612,0.328
POINT (457011.642714 31783.987447),2,0,2,0.586,19.079,39.045,31.3,20.814,8335.24,638534.655,639778.035,646405.454,17780.937,902946.589,924944.83,910684.795,27231.286,1034325.809,1059047.496,1047019.774,32.614,0.288
POINT (457159.740793 41781.313096),238,101,137,0.797,29.351,27.302,8.565,30.213,10499.762,547864.879,596658.151,573828.168,23006.215,970338.44,955363.414,972395.133,34235.3,1134695.351,1135819.619,1149683.567,32.615,0.378
POINT (457159.800527 43107.704391),203,61,142,5.37,37.41,35.362,16.614,33.288,5591.378,148650.75,176701.072,157090.81,18168.578,841016.63,843433.112,847384.18,29651.349,1068722.191,1065079.6,1079253.593,32.615,0.39
POINT (457228.189906 26896.992385),72,62,10,0.165,29.919,31.029,40.737,31.654,4743.803,191146.313,187712.159,189685.027,14763.281,736033.477,792012.204,755965.617,24143.716,989806.646,1013017.441,999272.244,32.616,0.243
POINT (457512.331955 38197.831889),1097,624,473,0.319,17.155,27.087,8.693,15.124,14129.489,806049.504,804574.072,808485.272,25641.208,1032155.464,1028227.416,1039647.295,34969.406,1139926.362,1152186.551,1157513.373,32.618,0.346
POINT (457715.601814 27633.12512),731,372,359,0.601,32.988,33.603,43.311,34.722,4013.967,117107.838,124205.631,119703.874,13249.308,700322.262,741069.245,717629.377,22656.093,953297.046,985895.749,964533.425,32.62,0.25
POINT (457715.68578 30396.438037),674,359,315,1.813,23.521,42.525,35.741,25.255,6493.737,510397.305,506552.861,510653.163,15703.831,844890.722,874458.212,854815.95,25462.649,1010216.228,1037151.755,1021936.163,32.62,0.275
POINT (457715.816766 34265.076318),30,6,24,0.222,16.746,37.012,23.248,14.686,10057.49,681354.737,706002.543,689710.324,20387.733,967015.358,970198.684,972047.38,30036.065,1073407.199,1092670.646,1089703.37,32.62,0.31
POINT (457716.054269 40344.365572),22,3,19,0.944,25.153,27.213,6.869,23.122,12513.589,693605.506,712379.877,704488.333,24453.473,1003686.721,995743.508,1008610.534,34927.939,1141706.481,1150271.938,1159136.184,32.62,0.365
POINT (457760.770252 44959.097175),343,151,192,0.319,40.716,40.338,19.745,36.419,4912.191,105804.59,109374.935,108775.635,16223.035,739355.826,759961.125,755700.976,27438.582,1043152.581,1032978.105,1050298.491,32.62,0.407
POINT (457918.337021 34217.540092),416,313,103,0.416,17.685,37.951,24.187,15.625,9636.01,662051.9,690354.593,671612.985,19794.125,956758.228,961077.304,961917.19,29415.478,1065901.868,1085188.081,1081752.007,32.622,0.31
POINT (458011.292988 28278.571016),3,3,0,1.473,31.448,36.886,43.669,33.183,4153.123,151712.389,154101.598,153215.791,13428.007,725041.885,766818.346,742054.237,22939.447,967093.203,996472.342,977762.179,32.623,0.256
POINT (458036.976986 60385.4346),2,0,2,1.594,86.677,84.891,70.95,87.933,573.939,8676.912,12520.795,11496.305,1076.265,18173.376,23099.485,22234.02,2461.759,40944.37,42367.176,44421.431,32.623,0.546
POINT (458092.084187 41081.391492),2,2,0,0.408,27.953,31.029,6.982,23.656,10715.847,544791.479,583343.512,561889.073,22751.143,969740.758,961676.527,974462.968,33533.784,1124319.562,1130734.421,1141274.415,32.623,0.372
POINT (458185.371559 40420.624321),2,0,2,0.104,25.601,28.677,4.63,21.304,12438.238,671124.866,696368.059,685075.978,24342.609,1002141.246,993622.07,1007284.33,34672.638,1137571.613,1146977.672,1155623.328,32.624,0.366
POINT (458229.650746 26319.774764),2,2,0,1.202,34.28,31.248,40.955,36.015,3914.45,98182.72,110913.822,103156.819,13185.567,678193.276,704740.312,692197.993,22776.219,950571.346,982769.295,961810.939,32.625,0.238
POINT (458240.781425 32459.190641),41,14,27,0.484,21.164,41.448,31.158,19.094,7771.259,624466.602,629110.419,627247.444,16867.655,907490.46,918131.058,910994.837,26978.131,1033938.717,1055892.342,1047061.338,32.625,0.294
POINT (458242.144778 26234.797075),2,0,2,1.63,34.708,31.675,41.383,36.442,3772.903,94338.798,107078.527,99322.475,12982.97,672510.833,697690.979,685949.359,22519.618,944538.31,977628.427,955931.736,32.625,0.237
POINT (458258.95758 59575.99211),5,0,5,1.131,84.269,82.483,68.542,85.525,624.526,9281.777,12645.799,11909.1,1202.709,20584.076,24414.212,24255.594,2842.197,49095.877,50224.332,53269.821,32.625,0.539
POINT (458403.276117 27156.710586),471,303,168,0.959,33.33,33.937,43.645,35.065,3960.494,107642.609,118326.036,111871.502,12809.658,685426.191,717854.5,700901.05,22527.602,950436.444,984845.769,961972.277,32.626,0.246
POINT (458518.361348 40664.876092),534,284,250,0.843,25.599,23.604,2.13,19.152,14054.333,734064.243,750545.451,744719.052,26136.135,1021533.072,1011351.268,1028207.596,36297.149,1158644.794,1166017.044,1176784.2,32.627,0.368
POINT (458773.005262 36180.565468),310,251,59,2.466,19.357,39.064,21.749,17.303,9552.601,647543.673,669842.12,654720.005,19830.208,953911.235,956711.705,959632.871,29522.474,1070161.427,1086326.22,1086006.379,32.63,0.327
POINT (458804.225052 37839.655745),111,70,41,1.221,17.154,35.258,8.088,15.122,12440.118,725320.856,739977.121,733008.181,23290.583,999896.512,999633.895,1008614.037,32547.825,1104567.019,1122772.154,1123835.878,32.63,0.342
POINT (459162.69962 42002.291133),1492,733,759,3.939,34.77,36.055,13.799,30.473,6340.457,194581.26,228492.533,206500.562,19048.69,867287.282,867989.611,874476.748,30087.15,1079509.296,1076506.795,1091322.174,32.633,0.38
POINT (459191.227669 40601.999502),4,0,4,0.394,26.48,24.398,0.646,17.543,14274.231,731160.067,748476.12,743119.442,25925.433,1018128.857,1007986.433,1024696.435,36138.134,1157090.186,1163573.307,1175257.696,32.633,0.367
POINT (459665.513501 38307.174525),8,0,8,0.914,20.483,32.871,8.337,18.316,12093.217,698687.01,712746.329,705941.461,23349.331,996514.558,993226.249,1003631.801,33224.206,1115907.179,1130801.918,1134623.755,32.638,0.347
POINT (459759.298855 45803.472322),119,25,94,3.357,47.976,47.598,23.436,39.503,3752.251,66960.213,61750.718,70191.11,10766.403,339980.313,372573.421,356492.031,22760.33,942383.559,936978.106,949781.053,32.638,0.414
POINT (459868.096874 53000.032405),2,0,2,7.141,68.067,66.282,51.15,67.216,1315.693,18141.726,15902.631,18586.116,3675.046,51769.037,50755.825,56023.597,9742.763,216548.552,204000.323,219170.606,32.639,0.479
POINT (459974.540697 28746.121363),30,16,14,3.168,33.882,44.254,46.102,35.616,2833.821,83091.247,94259.79,87908.07,10071.171,650847.521,667815.134,662250.566,20254.802,916049.585,955071.344,928458.932,32.64,0.26
POINT (460142.149511 47264.691678),69,14,55,1.192,50.962,50.584,26.423,42.489,3467.518,56137.028,50860.729,58739.259,9318.835,225214.514,252909.661,237338.767,21116.52,884250.746,886405.515,893846.081,32.642,0.428
POINT (460142.93615 62951.878536),8,0,8,0.791,97.031,95.245,81.304,98.287,501.336,9821.137,15254.31,13702.212,878.335,16654.196,21325.984,19794.786,1601.882,29393.319,30069.474,30349.797,32.642,0.57
POINT (460157.233589 35101.720389),345,272,73,2.396,23.631,43.338,25.53,21.577,7608.79,521925.848,569829.403,542937.491,17072.972,901461.25,900603.585,904371.101,27248.704,1045304.768,1058645.371,1059050.534,32.642,0.318
POINT (460497.951864 40896.91304),885,476,409,1.881,28.252,28.698,3.644,16.218,11905.308,585817.199,613161.263,598468.633,23777.07,984819.66,975721.346,990084.291,34502.697,1137246.448,1141792.842,1154101.396,32.645,0.37
POINT (460530.151961 39117.342964),555,390,165,0.357,24.428,33.288,5.174,15.154,11217.769,582906.611,629946.359,605629.71,22869.491,984191.097,977071.746,989738.426,32953.06,1115302.727,1126597.631,1133577.593,32.645,0.354
POINT (460601.749123 113024.493226),1,0,1,140.027,342.449,340.663,318.376,318.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.646,1.023
POINT (460754.856627 33312.239007),2,2,0,0.12,25.104,44.81,27.738,23.05,6512.346,466497.136,514024.29,485340.273,15629.433,868941.235,865862.398,869438.045,25900.165,1028468.79,1042326.301,1040943.264,32.647,0.301
POINT (460824.165765 45177.812078),3840,1139,2701,2.75,46.855,46.476,22.315,38.381,4069.945,71852.868,67632.908,75434.13,11873.732,423960.973,467714.202,446118.893,23453.491,959955.625,952450.971,966497.49,32.648,0.409
POINT (461006.45305 40270.175404),309,165,144,0.369,28.875,32.923,8.876,19.248,9904.828,419889.582,467421.805,439153.418,22227.671,958381.549,950608.996,963694.598,32895.175,1116470.106,1121572.016,1132914.826,32.65,0.364
POINT (461048.893815 32698.068667),1,1,0,0.071,27.214,46.92,29.848,25.16,5101.221,340223.285,391062.571,358176.037,14226.956,821504.812,824951.777,822865.103,24552.035,1013882.911,1025615.074,1025079.08,32.65,0.296
POINT (461054.542085 46055.427517),111,10,101,0.608,48.714,48.335,24.174,40.24,3648.356,61834.831,56020.018,64368.571,10332.859,288361.036,324063.124,306064.928,22353.139,927559.667,924688.515,935796.546,32.65,0.417
POINT (461272.484426 42403.435518),990,669,321,0.661,35.947,34.511,10.254,26.321,7629.848,189207.086,216318.154,198766.006,20300.342,882573.536,884013.4,891402.399,31266.314,1088984.857,1087922.047,1102200.747,32.652,0.384
POINT (461422.324826 31656.391268),177,118,59,3.272,32.255,51.962,34.89,30.201,2643.166,176377.151,147526.774,160287.607,11073.783,702746.692,725727.756,710157.851,21304.74,975283.853,981076.224,982506.554,32.653,0.286
POINT (461477.526213 63144.831872),8,0,8,3.913,103.003,101.217,87.276,104.26,402.373,8768.78,13733.402,12386.474,736.197,14930.595,19605.187,17997.316,1264.538,22694.366,25985.11,24539.986,32.654,0.571
POINT (461722.089371 43770.699453),1891,795,1096,3.093,41.916,40.48,16.223,32.289,4707.323,98598.288,99339.422,103096.489,16105.001,728232.306,753604.454,747886.47,27277.735,1036418.593,1027170.633,1044861.251,32.656,0.396
POINT (461880.325072 48938.068328),91,11,80,1.08,58.046,57.668,33.506,49.573,2207.498,25323.393,26670.559,28774.492,6489.47,116178.518,116370.136,121872.46,16707.384,695369.775,721349.899,714340.298,32.657,0.443
POINT (462009.18716 43199.855741),2,2,0,0.11,38.775,37.339,13.082,29.149,6182.674,126914.115,143376.017,134272.708,18729.184,824386.145,833586.759,836237.566,29592.104,1067273.978,1062646.667,1078732.158,32.659,0.391
POINT (462175.756139 34729.159273),58,32,26,3.139,30.932,50.638,33.566,28.878,3201.591,201460.335,192847.637,193067.056,12190.314,731192.649,755416.8,739690.747,22558.03,991264.926,998309.309,1000303.681,32.66,0.314
POINT (463388.843529 40247.979195),739,468,271,2.081,38.675,42.724,18.677,29.049,3631.167,77225.934,77288.396,80830.673,14596.347,732426.0,748652.089,744185.902,26031.544,1025987.052,1018570.213,1033334.011,32.671,0.364
POINT (463671.126066 64197.982723),32,0,32,1.008,113.851,112.065,90.996,107.062,339.874,7964.926,12578.92,11199.111,734.51,15113.973,18990.491,17138.952,1588.561,27335.658,29855.037,28981.361,32.674,0.581
POINT (463818.088893 68299.57027),7,0,7,6.942,123.675,121.889,107.948,124.931,191.089,7542.023,9178.392,9045.535,385.038,11623.733,14142.405,13165.843,696.898,15827.392,18853.69,17338.751,32.675,0.618
POINT (463871.582911 34501.409694),75,47,28,10.33,38.162,57.868,40.796,36.108,1512.154,60944.89,52033.721,56094.341,7943.684,552929.018,591375.517,568485.575,17326.103,908587.474,907883.576,911460.037,32.675,0.312
POINT (464022.395689 100446.056579),1,0,1,80.495,282.908,281.122,258.834,259.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.677,0.909
POINT (464558.463793 43644.579842),289,73,216,0.695,47.778,46.342,22.086,38.152,3570.13,53788.914,52858.434,58972.952,12173.371,378789.37,415936.449,399224.13,24362.736,962597.098,957188.25,972269.083,32.681,0.395
POINT (465665.443199 48751.967026),1,0,1,10.884,73.018,75.149,50.521,55.523,474.497,5507.142,5645.289,6538.834,2136.301,24804.89,25486.741,28996.601,7059.694,96672.339,100789.825,107321.844,32.691,0.441
POINT (466047.578948 41525.620743),2,2,0,6.946,42.943,50.647,20.447,25.449,2900.811,34511.072,39920.259,39605.567,11397.834,418896.513,470289.84,442508.596,22745.546,957945.234,955433.369,966368.407,32.695,0.376
POINT (466061.622016 39238.731097),111,13,98,3.171,41.083,49.373,19.173,8.304,2834.15,38046.125,45756.133,41540.566,11740.447,500570.371,554941.622,526314.799,23195.388,978738.012,973741.203,985742.504,32.695,0.355
POINT (466437.808297 39941.710987),1,0,1,1.085,36.451,44.155,13.954,18.957,5520.447,104554.869,104563.024,110455.989,16419.541,777822.935,786548.557,788254.037,27157.207,1039594.64,1037045.267,1049923.433,32.698,0.361
POINT (466544.889037 71537.458085),1,0,1,0.854,136.012,134.226,120.285,137.268,75.459,4729.208,3624.434,3976.805,217.943,9142.761,10397.816,10131.965,425.41,12182.433,14811.022,13743.799,32.699,0.647
POINT (466961.924792 42035.150921),140,30,110,3.337,47.74,55.444,25.244,30.246,3094.954,32626.508,36985.181,38823.544,9033.425,205985.54,215673.964,218607.615,20553.366,879664.099,885180.731,892228.566,32.703,0.38
POINT (467318.53779 55602.889493),38,0,38,0.242,97.044,95.259,72.971,76.797,224.297,2464.422,2674.708,2883.692,1066.124,13443.297,12781.211,14491.499,3161.945,40556.081,38010.985,43119.383,32.706,0.503
POINT (467816.621396 45263.747504),56,2,54,6.376,63.536,65.667,41.039,46.041,1071.618,12257.402,12768.83,14649.615,4299.926,53242.643,54622.385,60136.351,11525.653,246855.59,274521.159,262216.477,32.711,0.41
POINT (468012.160965 40987.276804),2,0,2,0.098,40.732,48.436,18.235,23.237,4916.359,63185.14,69899.241,71113.07,13616.751,547609.002,602390.799,576728.42,24921.174,1002726.695,1002010.329,1012926.962,32.713,0.371
POINT (469116.105329 39373.483187),656,147,509,3.466,47.889,55.593,25.392,26.913,3046.21,28188.356,36359.007,34348.798,8443.117,198659.468,208168.695,210319.593,19561.582,866304.49,871571.159,877963.776,32.722,0.356
POINT (469711.301758 71112.111572),6,0,6,14.655,154.934,153.148,139.207,156.191,8.188,1238.543,393.29,670.834,50.685,3814.255,2434.477,2859.36,172.331,7687.984,8277.398,8097.21,32.728,0.643
POINT (470502.544061 113101.402569),1,0,1,120.782,323.204,321.418,299.131,299.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.735,1.023
POINT (472738.064381 39017.47034),1096,59,1037,0.432,54.513,62.217,32.016,10.701,2995.776,34102.08,35671.904,40442.54,6623.761,84970.78,96545.463,96459.304,15698.639,672706.796,719722.619,704496.277,32.755,0.353
POINT (473602.252042 40314.500541),2,0,2,4.431,58.343,66.047,35.846,18.065,2423.61,28411.433,28840.952,33543.838,5459.991,59507.445,70050.061,68893.823,12698.254,418884.601,473530.33,446065.274,32.763,0.365
POINT (474176.157833 56851.182986),2,0,2,0.605,105.56,107.691,83.063,68.052,408.79,7451.599,4863.547,6721.029,956.238,14821.524,11390.117,13905.028,2594.529,36083.686,31444.081,36207.141,32.768,0.514
POINT (475696.690545 56973.394796),1,0,1,4.795,113.065,115.196,90.568,75.557,300.068,5817.706,3570.029,5118.553,633.97,11141.354,7542.604,9819.556,1621.085,24428.835,19425.314,23021.703,32.782,0.515
POINT (476154.44982 59716.351542),2,0,2,0.253,116.366,118.496,93.869,78.858,298.671,6452.596,3553.411,5090.567,573.739,11890.663,6826.01,9214.23,1372.706,22666.408,17319.426,19660.819,32.786,0.54
POINT (476461.131662 31605.180879),42,0,42,1.065,81.305,89.009,58.808,18.542,637.985,7020.849,7590.369,7523.805,1894.216,23095.255,22536.259,25150.292,4052.202,48339.841,49774.854,54183.293,32.788,0.286
POINT (477753.552271 16803.146259),4,0,4,8.822,136.143,143.847,113.646,73.38,38.15,1795.962,453.887,767.158,78.289,3457.65,931.433,1475.866,138.975,5198.02,1653.437,2373.67,32.8,0.152
POINT (478028.075293 71075.728908),2,0,2,9.911,164.61,166.74,142.113,127.101,17.678,1305.593,210.321,444.068,33.464,2327.759,398.14,689.757,133.568,4826.521,1589.11,2436.501,32.803,0.643
POINT (480870.765987 50656.635815),1,0,1,0.546,105.327,113.031,82.83,65.048,75.064,2059.258,893.068,1232.981,435.793,8255.509,5184.812,6633.035,1718.779,26304.385,21169.135,24928.057,32.828,0.458
POINT (490572.755825 54170.02954),1,0,1,5.161,146.653,154.357,124.156,99.541,0.515,234.093,6.128,17.314,2.159,695.651,25.685,42.155,56.228,2722.977,865.425,1110.19,32.915,0.49
POINT (494346.23655 41081.829587),19,0,19,1.94,113.659,121.363,91.162,66.548,518.679,30549.782,58050.995,53764.248,811.334,41682.145,64778.931,62022.401,1267.818,53607.841,71041.836,68805.549,32.949,0.372
POINT (496763.075726 18296.859952),4,0,4,0.145,175.15,182.854,152.654,115.289,0.0,4234.001,0.0,0.0,20.905,11863.591,2610.284,4627.798,35.249,19318.855,4344.271,7051.982,32.971,0.166
POINT (498013.855824 53131.88565),1,0,1,23.364,166.534,174.238,144.037,119.423,0.0,127.771,0.0,0.0,0.523,375.432,65.279,43.712,41.595,4524.712,5067.371,5304.996,32.982,0.481
POINT (501966.86865 55976.051015),1,0,1,42.732,186.044,193.748,163.547,138.932,0.0,0.0,0.0,0.0,0.0,37.845,0.0,0.0,0.0,323.994,0.0,0.0,33.018,0.506
POINT (502745.122015 38691.600062),6,0,6,3.321,143.995,151.699,121.498,96.884,45.591,7656.114,5692.701,7277.605,314.199,28399.89,39232.129,41690.823,546.503,44868.682,62144.186,60492.727,33.025,0.35
POINT (505284.659087 41736.666961),1,0,1,12.227,162.389,170.093,139.892,115.278,24.589,3465.475,3070.242,4424.373,36.511,7261.393,4558.888,6265.386,193.649,22397.147,24179.682,29627.076,33.047,0.378
POINT (515900.296833 43069.392794),4,0,4,4.587,189.68,197.384,167.183,142.568,0.0,0.0,0.0,0.0,0.0,120.32,0.0,0.0,25.717,4302.351,3211.16,4668.484,33.143,0.39
POINT (516970.79601 30428.872302),6,0,6,34.679,209.3,217.004,186.803,162.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546,217.59,68.126,163.005,33.153,0.275
